ID,X,Y,Temperatur,Rainfall
1,108.358670219999990,33.718493492400000,8.550000000000001,662
2,108.425014863000000,33.683084202400003,9.960000000000001,800
3,108.209284581000010,33.580514540899998,9.980000000000000,614
4,108.309663153000000,33.666778510400000,10.670000000000000,801
5,108.289827347000000,33.694537951699999,9.779999999999999,596
6,108.286506507000000,33.491618775500001,12.090000000000000,772
7,108.456471092000000,33.693342141999999,9.260000000000000,575
8,108.230549401000000,33.504226710899999,9.890000000000001,636
9,108.368467561000000,33.615749243400003,10.369999999999999,719
10,108.268861005000010,33.475869161500000,11.830000000000000,790
11,108.222730866000010,33.668592312199998,8.250000000000000,846
12,108.253964251000000,33.661143502000002,9.539999999999999,547
13,108.360891706000000,33.652760430599997,9.369999999999999,555
14,108.258986717000000,33.624534283099997,8.750000000000000,675
15,108.362804602000000,33.526050301100000,10.720000000000001,742
16,108.262091268000010,33.558038750900003,11.240000000000000,603
17,108.476851706000010,33.572056622799998,9.710000000000001,789
18,108.188397485000000,33.449718526600002,10.980000000000000,516
19,108.305534227000000,33.472755276500003,10.350000000000000,807
20,108.279972215000000,33.552885646699998,11.039999999999999,721
21,108.313286390000000,33.564686416599997,9.390000000000001,549
22,108.262730268000000,33.580626489099998,10.770000000000000,771
23,108.404015563000000,33.645938762699998,9.109999999999999,819
24,108.450837240000000,33.619154399999999,9.770000000000000,713
25,108.492903602000000,33.516581584900003,9.010000000000000,796
26,108.191519345000000,33.478857667200003,11.050000000000001,828
27,108.479738018000010,33.542437496900000,8.960000000000001,614
28,108.491833953000000,33.708775891899997,10.240000000000000,745
29,108.191156991000000,33.610705042200003,9.880000000000001,523
30,108.459326623000000,33.605900616000000,10.310000000000000,633
31,108.176708593000000,33.691046651400001,7.820000000000000,533
32,108.411698267999990,33.448559871400001,9.630000000000001,608
33,108.351248451000000,33.541111223000001,11.560000000000000,537
34,108.452943954000010,33.665384883000002,9.880000000000001,772
35,108.238956001999990,33.469216197999998,12.029999999999999,670
36,108.327898442000010,33.704887417599998,10.190000000000000,752
37,108.371553793000000,33.737693910899999,9.619999999999999,556
38,108.509640196000010,33.552177645800001,10.340000000000000,580
39,108.515253822999990,33.484133111799999,9.529999999999999,685
40,108.318913864000000,33.594397151700001,8.920000000000000,506
41,108.504192118000010,33.614239163599997,9.529999999999999,815
42,108.324517593000000,33.672189675100000,9.670000000000000,746
43,108.341843158000000,33.523300176399999,11.260000000000000,757
44,108.295176766000000,33.678376590699997,9.930000000000000,800
45,108.220699135999990,33.705176893400001,8.760000000000000,592
46,108.379855078000010,33.590658483100000,10.990000000000000,571
47,108.340857806000000,33.648454031900002,9.260000000000000,517
48,108.332397298000000,33.632176893699999,9.580000000000000,542
49,108.388604366000000,33.674093435600000,9.320000000000000,615
50,108.376792791000000,33.659683426000001,9.830000000000000,741
51,108.435968652000000,33.463091213699997,8.920000000000000,669
52,108.441391202000010,33.491918899700003,10.170000000000000,692
53,108.318542128000000,33.514264455199999,11.680000000000000,651
54,108.334885299000010,33.617990740000003,8.830000000000000,661
55,108.389340260000000,33.636149758400002,10.650000000000000,720
56,108.291427196000000,33.449914506900001,11.430000000000000,768
57,108.476292533000010,33.667308142700001,8.949999999999999,779
58,108.176474212000000,33.733094687300003,8.050000000000001,767
59,108.188492079000000,33.547388278500001,9.880000000000001,793
60,108.404983816000000,33.706683195099998,7.850000000000000,643
61,108.389027304000000,33.742005678500000,7.930000000000000,533
62,108.251246260000000,33.717139249799999,9.650000000000000,564
63,108.382872022000000,33.567779491200000,10.680000000000000,845
64,108.218995445999990,33.547582189300002,11.410000000000000,727
65,108.497164871000000,33.496057833800002,7.870000000000000,824
66,108.173598414000000,33.715586648500000,7.530000000000000,844
67,108.472972998000000,33.724959984800002,10.440000000000000,662
68,108.238814525000000,33.615726672100003,10.359999999999999,664
69,108.180954001000000,33.511251776899996,9.859999999999999,528
70,108.509464705000000,33.659603345500003,9.940000000000000,546
71,108.207554235000000,33.725099120599999,8.029999999999999,785
72,108.477376754000010,33.743657448800001,9.289999999999999,638
73,108.166220475000000,33.594309805400002,11.380000000000001,552
74,108.344674897999990,33.578104976299997,9.180000000000000,568
75,108.239574742000000,33.643042316600003,9.490000000000000,839
76,108.507507258999990,33.573976697799999,9.480000000000000,811
77,108.475220322000000,33.618495803599998,9.270000000000000,821
78,108.501937842999990,33.646975005000002,10.740000000000000,653
79,108.386948037000000,33.725957434900003,8.279999999999999,776
80,108.447593951000000,33.588963832300003,10.390000000000001,698
81,108.398758744000010,33.535108413000003,8.869999999999999,711
82,108.273201847000000,33.741352266500002,9.220000000000001,836
83,108.508154029000000,33.721152373700001,10.520000000000000,562
84,108.445172992000000,33.521915352900002,10.100000000000000,756
85,108.504851478000010,33.463601212999997,8.240000000000000,564
86,108.397925930000000,33.472195623499999,9.590000000000000,551
87,108.351231913000010,33.474136819100003,10.789999999999999,510
88,108.322725219000010,33.464893740199997,10.150000000000000,572
89,108.492871343999990,33.565069003500000,9.940000000000000,532
90,108.356409846000010,33.698593937200002,8.119999999999999,811
91,108.208055212999990,33.618216624100000,8.070000000000000,514
92,108.295423819000010,33.611862580500002,10.619999999999999,550
93,108.448169163000000,33.635300987100003,10.090000000000000,652
94,108.183460293000000,33.652740261600002,10.539999999999999,569
95,108.305416600000000,33.580132142700002,10.230000000000000,506
96,108.363758479000000,33.685630111099996,9.460000000000001,558
97,108.397848682000000,33.514509684899998,9.279999999999999,682
98,108.413492228000000,33.572684574299998,10.529999999999999,691
99,108.441640721000000,33.560916189700002,9.770000000000000,720
100,108.280734038000010,33.516097600999998,10.690000000000000,533
